Género;Fecha de nacimiento;Nivel de Educación;Nacionalidad;Pais de residencia;Proceso;FIT;Estado Proceso;Carrera 1;Institucion 1;Nivel de estudio;Estado de carrera;Área de estudio;Carrera 2;Institución 2;Nivel de estudio 2;Estado de carrera 2;Area de estudio 2
M;1981-11-20;Universitaria;chile;Chile;Analista Planificación y Control de Gestión Senior;96;Proceso Inactivo;Ingenieria Civil;"Universidad Técnica ""Federico Santa María""";Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1993-09-30;Universitaria;chile;Chile;Analista Planificación y Control de Gestión Senior;98;Proceso Inactivo;Ingenieria Comercial - Profesional;Pontificia Universidad Católica de Valparaíso;Pregrado;Titulado/Titulada;Administración;;;;;
M;1992-02-18;Magister;chile;Chile;Analista Planificación y Control de Gestión Senior;96;Proceso Inactivo;Magister en Ingeniería Industrial;Universidad Andrés Bello;Postgrado;Titulado/Titulada;Industrial;Ingenieria Civil;pontificia universidad catolica de valparaíso;Pregrado;Titulado/Titulada;Ingeniería Civil
M;1998-07-26;Magister;chile;chile;Analista Planificación y Control de Gestión Senior;96;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Catolica del Norte;Pregrado;Titulado/Titulada;Industrial;Ingenieria Civil Industrial, Programa Continuidad De Estudios;Universidad Catolica del Norte;Postgrado;Titulado/Titulada;Industrial
M;1993-02-27;Universitaria;chile;chile;Analista Planificación y Control de Gestión Senior;99;Proceso Inactivo;Ingenieria Comercial;Universidad Los Andes;Pregrado;Titulado/Titulada;Finanzas;;;;;
F;1992-08-07;Universitaria;chile;chile;Analista Planificación y Control de Gestión Senior;100;Proceso Inactivo;Ingenieria Comercial;Universidad Catolica de Valparaiso;Pregrado;Titulado/Titulada;Administración;;;;;
F;1992-12-28;Universitaria;venezuela;chile;Analista Planificación y Control de Gestión Senior;91;Proceso Inactivo;Ingenieria Industrial;Universidad Catolica Andres Bello (Venezuela);Pregrado;Titulado/Titulada;Industrial;Diplomado en Gerencia de Proyectos;Urbe (Venezuela);Otra;Titulado/Titulada;Ingeniería Civil
F;1990-11-19;Universitaria;chile;chile;Analista Planificación y Control de Gestión Senior;90;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Central;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1988-04-10;Magister;chile;Chile;(Prueba) Proceso Selección - SKY Airline;70;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Nacional Andrés Bello;Postgrado;Egresado/Egresada;Psicología;;;;;
M;1997-04-02;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;64;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Diego Portales;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1994-08-15;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;77;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1996-10-21;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;90;Proceso Inactivo;Ingeniera Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Finanzas;Tecnico nivel medio contabilidad;Liceo comercial;Educación Media/Secundaria;Titulado/Titulada;Contabilidad
M;1995-05-28;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;61;Proceso Inactivo;Ingenieria En Administracion De Empresas Mencion Finanzas;Universidad Diego Portales;Pregrado;Titulado/Titulada;Administración;;;;;
F;1996-08-01;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;89;Proceso Inactivo;Ingenieria Comercial - Profesional;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Marketing;;;;;
M;1991-09-14;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;89;Proceso Inactivo;Ingenieria Civil Industrial;"Universidad Técnica ""Federico Santa María""";Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1996-09-26;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;92;Proceso Inactivo;Ingenieria Comercial;Universidad de Chile;Pregrado;Titulado/Titulada;Administración;;;;;
F;1996-12-27;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;85;Proceso Inactivo;Ingenieria Civil Industrial;;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1996-07-22;Universitaria;chile;Chile;Proceso de selección SKY AIRLINE;69;Proceso Inactivo;Ingenieria De Ejecucion Industrial;Universidad de Santiago de Chile;Pregrado;Titulado/Titulada;Industrial;;;;;
M;1993-08-16;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;80;Proceso Inactivo;Piloto Comercial;Gestair Flying Academy;Otra;Titulado/Titulada;Transporte y Telecomunicación;;;;;
M;1990-11-05;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;79;Proceso Inactivo;Piloto Comercial;"Universidad Técnica ""Federico Santa María""";Pregrado;Titulado/Titulada;Transporte y Telecomunicación;;;;;
M;1992-08-05;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;74;Proceso Inactivo;;;;;;;;;;
M;1994-01-07;Universitaria;perú;perú;Jefe de ventas;90;Proceso Activo;Marketing Y Gestion Comercial;Universidad Peruana de Ciencias Aplicadas;Pregrado;En curso;Marketing;;;;;
F;1978-12-15;Técnico profesional superior;chile;chile;Jefe de ventas;65;Proceso Activo;Hoteleria Y Turismo;INACAP;Educación Técnico Profesional;Titulado/Titulada;Turismo y Hotelería;;;;;
F;1995-02-07;Universitaria;perú;perú;Jefe de ventas;71;Proceso Activo;Administracion;Universidad de Lima;Pregrado;Egresado/Egresada;Administración;;;;;
M;1991-04-07;Universitaria;perú;perú;Jefe de ventas;72;Proceso Activo;Administracion De Empresas;Universidad San Martin de Porres;Pregrado;Egresado/Egresada;Administración;;;;;
F;1993-02-16;Postgrado;perú;perú;Jefe de ventas;62;Proceso Activo;Gestión y Alta Dirección;Pontifica Universidad Católica del Perú;Postgrado;Titulado/Titulada;Administración;;;;;
M;1981-03-18;Universitaria;perú;perú;Jefe de ventas;76;Proceso Activo;Ciencias de la comunicacion;Universidad de Lima;Pregrado;Egresado/Egresada;Marketing;;;;;
M;1991-11-11;Postgrado;perú;perú;Jefe de ventas;68;Proceso Activo;Administracion Comercial;Universidad de Lima;Postgrado;Egresado/Egresada;Comercio;;;;;
F;1999-09-15;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;74;Proceso Activo;Ingeniera Comercial;Universidad Viña del Mar;Pregrado;En curso;Administración;;;;;
F;1999-10-25;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;79;Proceso Activo;Ingenieria Civil Industrial;universidad técnica federico santa maría;Pregrado;En curso;Ingeniería Civil;;;;;
M;1996-07-03;Media/Secundaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;74;Proceso Activo;;;;;;;;;;
F;1999-08-03;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;89;Proceso Activo;Ingenieria Industrial;Universidad Politécnica de Cataluna;Otra;Otro;Industrial;Ingenieria Civil Industrial;Universidad del Bío-Bío;Pregrado;En curso;Industrial
M;1995-12-13;Universitaria;chile;Chile;Estudiante en Práctica - Planificación Estratégica;87;Proceso Activo;Ingenieria Civil Industrial;Universidad Católica Andres Bello;Pregrado;Egresado/Egresada;Industrial;;;;;
F;1993-09-09;Media/Secundaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;80;Proceso Activo;;;;;;;;;;
F;1997-06-17;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;87;Proceso Activo;Ingenieria En Administracion De Empresas;Universidad tecnológica de Chile Inacap;Otra;Titulado/Titulada;Finanzas;Ingenieria Comercial;Universidad Tecnológica de Chile Inacap;Otra;Egresado/Egresada;Finanzas
F;1990-12-05;Técnico profesional superior;chile;chile;Estudiante en Práctica - Planificación Estratégica;89;Proceso Activo;Tecnico En Administracion De Empresas;instituto Profesional de chile;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
F;1996-09-14;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;86;Proceso Activo;Ingenieria Civil Industrial;Universidad Autonoma de Chile;Pregrado;En curso;Ingeniería Civil;;;;;
F;1984-02-03;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;75;Proceso Activo;Ingenieria Comercial;Universidad Tecnológica de Chile, Inacap;Pregrado;Egresado/Egresada;Comercio;;;;;
M;1997-04-28;Universitaria;chile;Chile;Estudiante en Práctica - Planificación Estratégica;97;Proceso Activo;Ingenieria Civil Industrial;Universidad Catolica de La Santísima Concepción;Pregrado;En curso;Industrial;;;;;
M;1999-12-02;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;90;Proceso Activo;Ingenieria En Aviacion Comercial;"Universidad Técnica ""Federico Santa María""";Pregrado;En curso;Transporte y Telecomunicación;;;;;
M;1997-12-31;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;75;Proceso Activo;Plan Especial Ingenieria Civil Industrial;universidad autonoma de chile;Pregrado;En curso;Industrial;;;;;
F;1998-12-07;Universitaria;perú;perú;Estudiante en Práctica - Planificación Estratégica;94;Proceso Activo;Ingenieria Civil;Universidad Peruana de Ciencias Aplicadas;Pregrado;En curso;Ingeniería Civil;;;;;
M;1999-10-25;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;89;Proceso Activo;Ingenieria Civil Industrial;Universidad Tecnológica Metropolitana;Pregrado;En curso;Ingeniería Civil;;;;;
F;1988-02-15;Universitaria;chile;Chile;Estudiante en Práctica - Planificación Estratégica;65;Proceso Activo;Ingeniería Civil Industrial;Universidad Andrés Bello;Pregrado;En curso;Ingeniería Civil;;;;;
M;1998-02-05;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;89;Proceso Activo;Ingenieria Comercial;Universidad Tecnologica de Chile INACAP;Pregrado;Egresado/Egresada;Comercio;;;;;
M;1998-09-15;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;74;Proceso Activo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Pregrado;En curso;Psicología;;;;;
M;2000-12-15;Universitaria;chile;Chile;Estudiante en Práctica - Planificación Estratégica;93;Proceso Activo;Administracion De Empresas;Radboud University of Nijmegen;Otra;Otro;Administración;Ingenieria Comercial;Universidad de Chile;Pregrado;En curso;Administración
F;1990-09-09;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;79;Proceso Activo;Ingenieria Comercial;universidad autonoma de Chile;Pregrado;Egresado/Egresada;Comercio;;;;;
F;1998-07-28;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;68;Proceso Activo;Ingenieria Comercial;universidad tecnologica de chile;Pregrado;En curso;Administración;;;;;
F;2001-04-24;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;87;Proceso Activo;Ingenieria Comercial;"Universidad Técnica ""Federico Santa María""";Pregrado;En curso;Comercio;;;;;
F;2000-06-11;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;89;Proceso Activo;Ingenieria En Control De Gestion;Universidad Diego Portales;Pregrado;En curso;Administración;;;;;
M;1995-12-21;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;84;Proceso Activo;ingles;missouri state university;Otra;Egresado/Egresada;Educación Básica;Ingeniera Comercial;Universidad Nacional Andrés Bello;Otra;Egresado/Egresada;Marketing
F;1999-02-26;Universitaria;chile;Chile;Estudiante en Práctica - Planificación Estratégica;92;Proceso Activo;Ingenieria Civil Industrial;Pontificia Universidad Catolica de Chile;Postgrado;Titulado/Titulada;Industrial;;;;;
M;1997-08-05;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;76;Proceso Activo;Ingenieria Civil Industrial;Universidad Mayor;Pregrado;En curso;Ingeniería Civil;;;;;
F;2000-12-17;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;97;Proceso Activo;Ingenieria Civil Industrial;Universidad de Chile;Pregrado;En curso;Industrial;;;;;
F;1998-12-08;Postgrado;chile;chile;Estudiante en Práctica - Planificación Estratégica;82;Proceso Activo;Ingenieria Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;Competencias de Innovación y Emprendimiento;Universidad Nacional Andrés Bello;Postgrado;Titulado/Titulada;Industrial
M;1996-04-17;Universitaria;chile;chile;Estudiante en Práctica - Planificación Estratégica;80;Proceso Activo;Ingenieria Civil Industrial;Universidad Diego Portales;Pregrado;En curso;Industrial;;;;;
O;1996-04-25;Universitaria;chile;Afghanistan;(Prueba) Proceso Selección - SKY Airline;81;Proceso Inactivo;Bachillerato En Medicina;univerisdad catolica;Pregrado;Egresado/Egresada;Química y Metalurgia;;;;;
F;1991-12-25;Postgrado;perú;perú;Analista de Alianzas Senior - PE;89;Proceso Activo;Diplomado internacional en Ventas;universidad ESAN;Otra;Titulado/Titulada;Marketing;Ingenieria Industrial;Universidad San Ignacio de Loyola;Pregrado;Titulado/Titulada;Industrial
F;1987-07-09;Universitaria;perú;perú;Analista de Alianzas Senior - PE;89;Proceso Activo;Especialización en Marketing;Universidad Peruana de Ciencias Aplicadas;Otra;Egresado/Egresada;Marketing;Especialización en Marketing Digital;ZEGEL - IPAE;Otra;Egresado/Egresada;Marketing
F;1996-10-04;Universitaria;perú;perú;Analista Cultura y Cambio;84;Proceso Inactivo;Psicologia;Universidad Católica Santo Toribio de Mogrovejo;Postgrado;Titulado/Titulada;Psicología;;;;;
F;1999-07-15;Universitaria;perú;perú;Analista Cultura y Cambio;76;Proceso Inactivo;Gestión Empresarial;Pontificia Universidad Católica del Perú;Pregrado;Egresado/Egresada;Administración;;;;;
F;1991-10-04;Universitaria;perú;perú;Analista Cultura y Cambio;93;Proceso Inactivo;GESTION EMPRESARIAL;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Administración;;;;;
F;2020-01-01;Universitaria;perú;perú;Analista Cultura y Cambio;89;Proceso Inactivo;Psicologia;Universidad Nacional Federico Villareal;Postgrado;Otro;Psicología;;;;;
F;1999-02-01;Universitaria;perú;perú;Analista Cultura y Cambio;80;Proceso Inactivo;Bachillerato En Psicologia;Universidad Privada del Norte;Pregrado;Egresado/Egresada;Psicología;;;;;
F;2000-05-05;Universitaria;perú;perú;Analista Cultura y Cambio;100;Proceso Inactivo;Psicologia;Universidad de Lima;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1996-11-04;Universitaria;perú;perú;Analista Cultura y Cambio;93;Proceso Inactivo;Psicologia;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1989-02-22;Universitaria;perú;perú;Analista Cultura y Cambio;82;Proceso Inactivo;Psicologia;Universidad San Martin de Porres;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1993-04-13;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;universidad san martin de porres;Postgrado;Titulado/Titulada;Psicología;;;;;
F;1996-02-24;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Administracion De Empresas;Universidad Nacional del Callao;Pregrado;Titulado/Titulada;Administración;;;;;
F;1998-08-30;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Bachillerato En Psicologia;Pontificia Universidad Católica del Perú;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1993-03-04;Postgrado;perú;perú;Analista Cultura y Cambio;95;Proceso Inactivo;Especialización en recursos humanos;Universidad Ricardo Palma;Postgrado;Egresado/Egresada;Psicología;Psicologia / Licenciatura En Psicologia;Universidad inca garcilaso de la vega;Pregrado;Titulado/Titulada;Psicología
F;1995-10-23;Universitaria;perú;perú;Analista Cultura y Cambio;88;Proceso Inactivo;Administracion En Recursos Humanos;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Administración;;;;;
F;2000-06-26;Universitaria;perú;perú;Analista Cultura y Cambio;78;Proceso Inactivo;Psicologia;Universidad San Ignacio de Loyola;Pregrado;Egresado/Egresada;Psicología;;;;;
M;1987-03-01;Magister;argentina;chile;Primer Oficial (con y sin experiencia) - CL;85;Proceso Activo;Contador Auditor-Contador Publico;Universidad de Belgrano;Postgrado;Titulado/Titulada;Contabilidad;MBA;Universidad de Belgrano;Postgrado;En curso;Administración
M;1988-10-31;Universitaria;chile;Chile;Primer Oficial (con y sin experiencia) - CL;93;Proceso Activo;Piloto;"Escuela de Aviación ""Capitán Manuel Ávalos Prado""";Otra;Egresado/Egresada;Transporte y Telecomunicación;;;;;
M;1995-03-27;Universitaria;chile;Chile;Primer Oficial (con y sin experiencia) - CL;82;Proceso Activo;Piloto Militar;Fuerza Aérea de Chile;Pregrado;Egresado/Egresada;Transporte y Telecomunicación;;;;;
M;1987-12-30;Media/Secundaria;argentina;argentina;Primer Oficial (con y sin experiencia) - CL;93;Proceso Activo;;;;;;;;;;
F;1988-10-25;Universitaria;chile;chile;Primer Oficial (con y sin experiencia) - CL;84;Proceso Activo;Ingenieria Forestal;Universidad de Chile;Otra;Otro;Forestal;;;;;
M;1994-08-14;Técnico profesional superior;chile;Chile;Primer Oficial (con y sin experiencia) - CL;87;Proceso Activo;Piloto Comercial;Club Aereo de Puerto Montt;Educación Técnico Profesional;Egresado/Egresada;Transporte y Telecomunicación;;;;;
F;2003-05-12;Media/Secundaria;venezuela;chile;Agarra Vuelo - Tripulantes de Cabina Chile;94;Proceso Inactivo;;;;;;;;;;
F;1999-09-04;Técnico profesional superior;chile;chile;Agarra Vuelo - Tripulantes de Cabina Chile;91;Proceso Inactivo;Ingenieria En Administracion De Empresas;Universidad de Buenos Aires;Educación Técnico Profesional;Otro;Administración;;;;;
F;1989-06-16;Postgrado;chile;chile;Agarra Vuelo - Tripulantes de Cabina Chile;91;Proceso Inactivo;Nutricion Dietetica;Universidad San Sebastian;Postgrado;Titulado/Titulada;Nutrición y Dietética;Tripulante de Cabina;Academia Chilena de Tripulantes de Cabina;Postgrado;Titulado/Titulada;Turismo y Hotelería
